date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:44:13	30611/30611	---MCZ	200	added ('OK')	text/css	etag:W/%225dddba13-7793%22	https://agrilyze.ca/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=6.0.5	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min52c7.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:13	56779/56779	---MCZ	200	added ('OK')	text/css	etag:W/%225eac88f9-ddcb%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/bootstrap/css/bootstrap.min.css	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/bootstrap/css/bootstrap.min.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:13	24371/24371	---MCZ	200	added ('OK')	text/css	etag:W/%225eac88f9-5f4f%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/jquery-ui/jquery-ui.css	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/jquery-ui/jquery-ui.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:13	28684/28684	---MCZ	200	added ('OK')	text/css	etag:W/%225eac88f9-9013%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/css/fresco.css	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/css/fresco.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:14	3383/3383	---MCZ	200	added ('OK')	text/css	etag:W/%225eac88f9-d37%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/lity/lity.min.css	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/lity/lity.min.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:14	1378/1378	---MCZ	200	added ('OK')	text/css	etag:W/%225eac88f9-a73%22	https://agrilyze.ca/wp-content/themes/ave/style.css	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/style.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:14	412597/412597	---MCZ	200	added ('OK')	text/css	etag:W/%225eac88f9-7aa7d%22	https://agrilyze.ca/wp-content/themes/ave/assets/css/theme.css	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/css/theme.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:15	484857/484857	---MCZ	200	added ('OK')	text/css	etag:W/%225dddba13-765f9%22	https://agrilyze.ca/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Mar%202022%2013:44:15%20GMT	http://agrilyze.ca/wp-content/uploads/liquid-styles/liquid-responsive-100.css?timestamp=1575917610&ver=5.4.9	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/uploads/liquid-styles/liquid-responsive-100.11c7b9.delayed	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:17	1464/1464	---MCZ	200	added ('OK')	text/css	etag:W/%225dddba0d-5b8%22	https://agrilyze.ca/wp-content/plugins/ave-core/assets/css/ave-core.min.css?ver=5.4.9	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/ave-core/assets/css/ave-core.mina8c1.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:17	64951/64951	---MCZ	200	added ('OK')	text/css	etag:W/%225dee982a-1443e%22	https://agrilyze.ca/wp-content/uploads/liquid-styles/liquid-responsive-100.css?timestamp=1575917610&ver=5.4.9	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/uploads/liquid-styles/liquid-responsive-100c7b9.css	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:17	96866/96866	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cde37d2-17a69%22	https://agrilyze.ca/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-includes/js/jquery/jquery4a5f.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:17	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%22573eaa90-2748%22	https://agrilyze.ca/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:18	150436/150436	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dddba16-24ba4%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:18	267697/267697	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dddba16-415b1%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.1	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/js/rs6.min6a4d.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:18	3929/3929	---MCZ	200	added ('OK')	application/javascript	etag:W/%226077eadf-f59%22	https://agrilyze.ca/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-includes/js/jquery/ui/core.mine899.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:18	893/893	---MCZ	200	added ('OK')	application/javascript	etag:W/%226227a79b-3bb%22	https://agrilyze.ca/wp-content/plugins/slider-video/Scripts/Rich-Web-Video-Slider-Widget.js?ver=5.4.9	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/slider-video/Scripts/Rich-Web-Video-Slider-Widgeta8c1.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:18	5582/5582	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-15ce%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/modernizr.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/modernizr.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:19	0/0	---M--	200	added ('OK')	application/javascript	etag:%225eac88f9-0%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/inline.js?ver=1.0	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/inline5152.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:20	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/Lenovo/Desktop/agro/agro/www.google-analytics.com/analytics.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:20	668/668	---M--	200	added ('OK')	image/png	etag:%225e4db75f-29c%22	https://agrilyze.ca/wp-content/uploads/2020/02/favicon-agrilyze-final-1-e1582151519557.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/uploads/2020/02/favicon-agrilyze-final-1-e1582151519557.png	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:21	101716/101716	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2010%20Mar%202022%2013:44:20%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/Lenovo/Desktop/agro/agro/connect.facebook.net/en_US/fbevents.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:24	995433/995433	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Dec%202021%2013:42:13%20GMT	http://static.ctctcdn.com/js/signup-form-widget/current/signup-form-widget.min.js	C:/Users/Lenovo/Desktop/agro/agro/static.ctctcdn.com/js/signup-form-widget/current/signup-form-widget.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:26	36176/36176	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Mar%202022%2013:44:25%20GMT	https://agrilyze.ca/solutions-for-greenhouse-farmers/assets/vendors/css-vars-ponyfill.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/solutions-for-greenhouse-farmers/assets/vendors/css-vars-ponyfill.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:26	8146/8146	---M--	200	added ('OK')	image/png	etag:%225fff35c4-1fd2%22	https://agrilyze.ca/wp-content/uploads/2021/01/I-OPEN-Globe-ag-logo-3.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/uploads/2021/01/I-OPEN-Globe-ag-logo-3.png	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:26	9828/9828	---M--	200	added ('OK')	image/png	etag:%225fff37ec-2664%22	https://agrilyze.ca/wp-content/uploads/2021/01/I-OPEN-Globe-ag-logo-dark-logo-NEW-1.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/uploads/2021/01/I-OPEN-Globe-ag-logo-dark-logo-NEW-1.png	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:27	12748/12748	---M--	200	added ('OK')	image/gif	etag:%225e161f7e-31cc%22	https://agrilyze.ca/wp-content/uploads/2020/01/10101.gif	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/uploads/2020/01/10101.gif	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:27	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226226199d-4d7%22	https://agrilyze.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:27	10751/10751	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fff7e63-37c8%22	https://agrilyze.ca/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.3.2	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/contact-form-7/includes/js/scripts9dff.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:28	8459/8459	---MCZ	200	added ('OK')	application/javascript	etag:W/%22600083d2-210b%22	https://agrilyze.ca/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=3.8.2	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min3fd0.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:28	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%226077eadf-592%22	https://agrilyze.ca/wp-includes/js/wp-embed.min.js?ver=5.4.9	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-includes/js/wp-embed.mina8c1.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:29	74732/74732	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-123f4%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/js/fresco.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/js/fresco.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:29	6601/6601	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-19c9%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/lity/lity.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/lity/lity.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:29	20601/20601	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dddba13-5079%22	https://agrilyze.ca/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.0.5	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min52c7.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:29	9004/9004	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-232c%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/greensock/utils/SplitText.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/greensock/utils/SplitText.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:30	26799/26799	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-68af%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/bootstrap/js/bootstrap.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/bootstrap/js/bootstrap.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:30	6765/6765	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-1cd8%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/intersection-observer.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/intersection-observer.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:30	8148/8148	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e9779fa-1fd4%22	https://agrilyze.ca/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-includes/js/imagesloaded.min55a0.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:31	107432/107432	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-1a3a8%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/jquery-ui/jquery-ui.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/jquery-ui/jquery-ui.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:31	17272/17272	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-4378%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/anime.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/anime.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:31	17430/17430	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-4416%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/scrollmagic/ScrollMagic.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/scrollmagic/ScrollMagic.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:32	5805/5805	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-16fc%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/fontfaceobserver.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/fontfaceobserver.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:32	6343/6343	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-18c7%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/lazyload.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/lazyload.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:32	14780/14780	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-39bc%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/tinycolor-min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/tinycolor-min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:33	194576/194576	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eac88f9-2f810%22	https://agrilyze.ca/wp-content/themes/ave/assets/js/theme.min.js	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/js/theme.min.js	(from https://agrilyze.ca/solutions-for-greenhouse-farmers/)
05:44:33	847/847	---M--	200	added ('OK')	image/gif	etag:%225fff7e63-34f%22	https://agrilyze.ca/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	(from https://agrilyze.ca/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3.2)
05:44:34	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5984888c173c0%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:34	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5984888c173c0%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:34	70/70	---M--	200	added ('OK')	image/png	etag:%225dddba18-46%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:35	70/70	---M--	200	added ('OK')	image/png	etag:%225dddba18-46%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:35	70/70	---M--	200	added ('OK')	image/png	etag:%225dddba18-46%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:35	71/71	---M--	200	added ('OK')	image/png	etag:%225dddba18-47%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:36	90/90	---M--	200	added ('OK')	image/png	etag:%225dddba17-5a%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:36	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225dddba18-9f1%22	https://agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://agrilyze.ca/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.1)
05:44:37	2472/2472	---M--	200	added ('OK')	image/png	etag:%226227a79a-9a8%22	https://agrilyze.ca/wp-content/plugins/slider-video/Images/nav.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/slider-video/Images/nav.png	(from https://agrilyze.ca/wp-content/plugins/slider-video/Style/Rich-Web-Video-Slider-Widget.css?ver=5.4.9)
05:44:38	322084/322084	---M--	200	added ('OK')	font/woff	etag:%225eac88f9-4ea24%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/liquid-icon/fonts/liquid-icon.woff	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/liquid-icon/fonts/liquid-icon.woff	(from https://agrilyze.ca/wp-content/themes/ave/assets/vendors/liquid-icon/liquid-icon.min.css)
05:44:38	851844/851844	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eac88f9-cff84%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/liquid-icon/fonts/liquid-icon.svg	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/liquid-icon/fonts/liquid-icon.svg	(from https://agrilyze.ca/wp-content/themes/ave/assets/vendors/liquid-icon/liquid-icon.min.css)
05:44:39	38463/38463	---M--	200	added ('OK')	image/png	etag:%225eac88f9-963f%22	https://agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/fresco-skins/sprite.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/fresco-skins/sprite.png	(from https://agrilyze.ca/wp-content/themes/ave/assets/vendors/fresco/css/fresco.css)
05:44:39	2091/2091	---M--	200	added ('OK')	image/jpeg	etag:%225eac88f9-82b%22	https://agrilyze.ca/wp-content/themes/ave/assets/img/misc/browser-bar.jpg	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/img/misc/browser-bar.jpg	(from https://agrilyze.ca/wp-content/themes/ave/assets/css/theme.css)
05:44:40	13782/13782	---M--	200	added ('OK')	image/gif	etag:%225eac88f9-35d6%22	https://agrilyze.ca/wp-content/themes/ave/assets/img/spinners/spinner-1.gif	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/img/spinners/spinner-1.gif	(from https://agrilyze.ca/wp-content/themes/ave/assets/css/theme.css)
05:44:40	10294/10294	---M--	200	added ('OK')	image/gif	etag:%225eac88f9-2836%22	https://agrilyze.ca/wp-content/themes/ave/assets/img/spinners/spinner-2.gif	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/themes/ave/assets/img/spinners/spinner-2.gif	(from https://agrilyze.ca/wp-content/themes/ave/assets/css/theme.css)
05:44:41	302/302	---M--	200	added ('OK')	image/png	etag:%225dddba13-12e%22	https://agrilyze.ca/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://agrilyze.ca/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5)
05:44:41	323/323	---M--	200	added ('OK')	image/png	etag:%225dddba13-143%22	https://agrilyze.ca/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/Lenovo/Desktop/agro/agro/agrilyze.ca/wp-content/plugins/js_composer/assets/vc/info.png	(from https://agrilyze.ca/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5)
